epoch,train_loss,valid_loss,MSE,PSNR,l1,feat_0,feat_1,feat_2,gram_0,gram_1,gram_2,time
0,1.1191275119781494,0.9792906641960144,0.01095435582101345,33.09574508666992,0.06363087147474289,0.13651937246322632,0.1234193965792656,0.1282668560743332,0.22498072683811188,0.16057461500167847,0.14189918339252472,10:52
1,0.9835017323493958,0.8515642881393433,0.007746770977973938,34.61310958862305,0.05401463806629181,0.12687066197395325,0.11303427070379257,0.1163162961602211,0.18456785380840302,0.1302698403596878,0.12649033963680267,10:53
2,0.9466171860694885,0.7988443970680237,0.006785404868423939,35.19216537475586,0.05091433599591255,0.12212976068258286,0.10832585394382477,0.1107860803604126,0.16758768260478973,0.12013963609933853,0.11896111071109772,10:51
3,0.9017635583877563,0.7379259467124939,0.00633601238951087,35.492347717285156,0.049059707671403885,0.11950327455997467,0.10593852400779724,0.10630065947771072,0.13042913377285004,0.11385723203420639,0.11283689737319946,10:52
4,0.8584402203559875,0.723111629486084,0.005512278992682695,36.093318939208984,0.04564269632101059,0.11850138008594513,0.10359659045934677,0.10391099005937576,0.13314105570316315,0.10825072973966599,0.11006788164377213,10:54
5,0.8423975110054016,0.6993483901023865,0.005443315953016281,36.14710998535156,0.046087462455034256,0.11632867157459259,0.10124083608388901,0.10122139751911163,0.12580446898937225,0.10285542905330658,0.10581012070178986,10:53
6,0.7752492427825928,0.6450620293617249,0.005090816877782345,36.44178009033203,0.04364859685301781,0.11401622742414474,0.09888716787099838,0.09755867719650269,0.09511864185333252,0.0940447598695755,0.1017879843711853,10:53
7,0.7768957018852234,0.7268514037132263,0.005099094472825527,36.431365966796875,0.04497428238391876,0.11809008568525314,0.10210435092449188,0.09939508140087128,0.14895585179328918,0.10978662222623825,0.10354482382535934,10:51
8,0.7577980756759644,0.6769057512283325,0.004829319193959236,36.66584777832031,0.044083911925554276,0.11405841261148453,0.0984678640961647,0.0978335440158844,0.12269169837236404,0.09905140846967697,0.10071880370378494,10:53
9,0.72519850730896,0.7063610553741455,0.004736703354865313,36.7541389465332,0.04209863394498825,0.11506325006484985,0.10012760758399963,0.09956938028335571,0.14100892841815948,0.10631541907787323,0.10217784345149994,10:52
10,0.7377963662147522,0.7267464399337769,0.004904805216938257,36.594512939453125,0.04424856975674629,0.11738027632236481,0.10121779143810272,0.09867121279239655,0.15027421712875366,0.11191032826900482,0.10304412990808487,10:56
11,0.7319701910018921,0.7277723550796509,0.00506766838952899,36.444671630859375,0.04772152751684189,0.11711747944355011,0.10085288435220718,0.09744346886873245,0.15034480392932892,0.11308524757623672,0.10120681673288345,10:53
12,0.7462531924247742,0.7547802925109863,0.004515847656875849,36.957515716552734,0.0421229749917984,0.1182447299361229,0.10250718146562576,0.10244564712047577,0.1675994098186493,0.11696956306695938,0.10489097237586975,10:55
13,0.7274342179298401,0.7394874095916748,0.004539637826383114,36.93683624267578,0.04119475185871124,0.11725509911775589,0.10127771645784378,0.10019698739051819,0.1634369045495987,0.1138802170753479,0.10224559158086777,10:54
14,0.6940403580665588,0.7827399373054504,0.0053396280854940414,36.21648406982422,0.04871440306305885,0.12043512612581253,0.10422201454639435,0.10098008066415787,0.1780218929052353,0.1249723806977272,0.10539379715919495,10:53
15,0.7138765454292297,0.7538530826568604,0.00438399612903595,37.09120559692383,0.03995098918676376,0.11705627292394638,0.10144117474555969,0.09958339482545853,0.17519767582416534,0.11853764206171036,0.10208634287118912,10:52
16,0.6907718777656555,0.6546798348426819,0.004299686290323734,37.17729949951172,0.03991967812180519,0.1111588403582573,0.09489990025758743,0.09128999710083008,0.12769366800785065,0.09788376837968826,0.09183407574892044,10:51
17,0.7123821973800659,0.7305140495300293,0.004647249821573496,36.824485778808594,0.04464840143918991,0.11565406620502472,0.10019391775131226,0.09913988411426544,0.1600152850151062,0.10999617725610733,0.10086589306592941,10:51
18,0.7157809138298035,0.7034662365913391,0.004408732056617737,37.061790466308594,0.040689557790756226,0.11513889580965042,0.09901564568281174,0.09795958548784256,0.1447233408689499,0.10690926760435104,0.09902995079755783,10:51
19,0.724321186542511,0.6227151155471802,0.00413842499256134,37.34141540527344,0.03854312747716904,0.10986462235450745,0.09225530177354813,0.08901228755712509,0.11222242563962936,0.09097559750080109,0.08984188735485077,10:52
20,0.729624330997467,0.6398824453353882,0.004263882990926504,37.21226119995117,0.03995131328701973,0.11135643720626831,0.09402468055486679,0.09117314964532852,0.11703106760978699,0.09444065392017365,0.09190533310174942,10:53
21,0.6777288913726807,0.6701637506484985,0.004092982970178127,37.388160705566406,0.03871406987309456,0.11127971112728119,0.09433053433895111,0.09056573361158371,0.13999009132385254,0.10328607261180878,0.09199773520231247,10:51
22,0.6882073283195496,0.7420215010643005,0.004757222719490528,36.72265625,0.04352528229355812,0.117360420525074,0.10071132332086563,0.09677425026893616,0.16001386940479279,0.12319795787334442,0.1004384383559227,10:50
23,0.6862749457359314,0.6252015233039856,0.00410581985488534,37.36979675292969,0.03921491652727127,0.11035953462123871,0.09345097839832306,0.08992152661085129,0.10959184914827347,0.0923871174454689,0.09027586877346039,10:51
24,0.6958134174346924,0.6221635937690735,0.004220652859658003,37.25012969970703,0.03984132409095764,0.10879270732402802,0.09120017290115356,0.08620065450668335,0.11769896745681763,0.09148574620485306,0.08694352209568024,10:50
25,0.661791205406189,0.6551519632339478,0.004271397367119789,37.193397521972656,0.04043331742286682,0.11278417706489563,0.0956457108259201,0.09142696112394333,0.11825878173112869,0.10280230641365051,0.09380057454109192,10:50
